"id","market_and_exchange_names","report_date_as_yyyy_mm_dd","cftc_contract_market_code","open_interest_all","noncomm_positions_long_all","noncomm_positions_short_all"
"16101813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2016-10-18T00:00:00.000","13874A","2946199","512423","489391"
"161018209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2016-10-18T00:00:00.000","209742","304774","184445","27325"
"1610251170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2016-10-25T00:00:00.000","1170E1","436770","167134","248626"
"16102513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2016-10-25T00:00:00.000","13874A","3000750","499073","520543"
"161025209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2016-10-25T00:00:00.000","209742","316293","191604","28942"
"1611011170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2016-11-01T00:00:00.000","1170E1","428792","147031","217056"
"16110113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2016-11-01T00:00:00.000","13874A","2986724","490171","510898"
"161101209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2016-11-01T00:00:00.000","209742","316487","161406","29703"
"1611081170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2016-11-08T00:00:00.000","1170E1","411483","134284","184177"
"16110813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2016-11-08T00:00:00.000","13874A","2930959","484483","487830"
"161108209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2016-11-08T00:00:00.000","209742","299111","127947","26346"
"1611151170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2016-11-15T00:00:00.000","1170E1","451231","131191","180373"
"16111513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2016-11-15T00:00:00.000","13874A","2913769","461133","475057"
"161115209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2016-11-15T00:00:00.000","209742","255504","109255","37843"
"1611221170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2016-11-22T00:00:00.000","1170E1","389937","136852","200230"
"16112213874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2016-11-22T00:00:00.000","13874A","3036641","463719","534167"
"161122209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2016-11-22T00:00:00.000","209742","250586","118448","34185"
"1611291170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2016-11-29T00:00:00.000","1170E1","408886","153073","220736"
"16112913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2016-11-29T00:00:00.000","13874A","3081271","459497","598768"
"161129209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2016-11-29T00:00:00.000","209742","255284","124957","35685"
"1612061170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2016-12-06T00:00:00.000","1170E1","431627","142264","237671"
"16120613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2016-12-06T00:00:00.000","13874A","3051926","422175","555467"
"161206209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2016-12-06T00:00:00.000","209742","254185","100842","48114"
"1612131170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2016-12-13T00:00:00.000","1170E1","445922","128280","230858"
"16121313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2016-12-13T00:00:00.000","13874A","3389480","452172","570881"
"161213209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2016-12-13T00:00:00.000","209742","299000","113933","36813"
"1612201170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2016-12-20T00:00:00.000","1170E1","462774","133564","242489"
"16122013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2016-12-20T00:00:00.000","13874A","2757555","399972","434877"
"161220209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2016-12-20T00:00:00.000","209742","221956","114350","39411"
"1612271170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2016-12-27T00:00:00.000","1170E1","411321","142184","243666"
"16122713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2016-12-27T00:00:00.000","13874A","2754179","425301","415593"
"161227209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2016-12-27T00:00:00.000","209742","224401","115836","32316"
"1701031170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-01-03T00:00:00.000","1170E1","411436","139326","243921"
"17010313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-01-03T00:00:00.000","13874A","2812086","473023","391607"
"170103209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-01-03T00:00:00.000","209742","229623","118850","45171"
"1701101170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-01-10T00:00:00.000","1170E1","479856","144680","270860"
"17011013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-01-10T00:00:00.000","13874A","2831782","451412","430027"
"170110209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-01-10T00:00:00.000","209742","222116","115744","34036"
"1701171170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-01-17T00:00:00.000","1170E1","537656","158784","291203"
"17011713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-01-17T00:00:00.000","13874A","2810749","450996","415665"
"170117209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-01-17T00:00:00.000","209742","225374","122611","33606"
"1701241170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-01-24T00:00:00.000","1170E1","478012","148636","282860"
"17012413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-01-24T00:00:00.000","13874A","2869436","480582","407679"
"170124209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-01-24T00:00:00.000","209742","223472","117233","29551"
"1701311170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-01-31T00:00:00.000","1170E1","480876","140712","267046"
"17013113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-01-31T00:00:00.000","13874A","2839486","486150","415317"
"170131209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-01-31T00:00:00.000","209742","237584","130504","30807"
"1702071170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-02-07T00:00:00.000","1170E1","535393","152010","263807"
"17020713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-02-07T00:00:00.000","13874A","2890204","476543","422233"
"170207209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-02-07T00:00:00.000","209742","231695","122715","30298"
"1702141170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-02-14T00:00:00.000","1170E1","641759","177884","298546"
"17021413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-02-14T00:00:00.000","13874A","3018235","486939","429166"
"170214209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-02-14T00:00:00.000","209742","228852","120230","30549"
"1702211170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-02-21T00:00:00.000","1170E1","551908","181605","283836"
"17022113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-02-21T00:00:00.000","13874A","3056454","508312","477537"
"170221209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-02-21T00:00:00.000","209742","234577","123764","44388"
"1702281170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-02-28T00:00:00.000","1170E1","585686","180513","274119"
"17022813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-02-28T00:00:00.000","13874A","3117551","578611","491977"
"170228209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-02-28T00:00:00.000","209742","239259","128570","44783"
"1703071170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-03-07T00:00:00.000","1170E1","596912","175357","274972"
"17030713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-03-07T00:00:00.000","13874A","3231427","615518","477881"
"170307209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-03-07T00:00:00.000","209742","234280","120507","45718"
"1703141170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-03-14T00:00:00.000","1170E1","598618","171709","272270"
"17031413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-03-14T00:00:00.000","13874A","3542383","649218","487353"
"170314209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-03-14T00:00:00.000","209742","304608","120192","46076"
"1703211170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-03-21T00:00:00.000","1170E1","601319","178325","291771"
"17032113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-03-21T00:00:00.000","13874A","2867968","523742","434594"
"170321209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-03-21T00:00:00.000","209742","238636","119170","43038"
"1703281170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-03-28T00:00:00.000","1170E1","515480","151236","253988"
"17032813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-03-28T00:00:00.000","13874A","2884815","578858","418086"
"170328209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-03-28T00:00:00.000","209742","239468","127692","42397"
"1704041170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-04-04T00:00:00.000","1170E1","518165","140516","235010"
"17040413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-04-04T00:00:00.000","13874A","2853269","538141","417431"
"170404209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-04-04T00:00:00.000","209742","242137","131508","37474"
"1704111170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-04-11T00:00:00.000","1170E1","544927","131784","215421"
"17041113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-04-11T00:00:00.000","13874A","2886007","559605","438624"
"170411209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-04-11T00:00:00.000","209742","248870","135331","37583"
"1704181170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-04-18T00:00:00.000","1170E1","470700","103935","189582"
"17041813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-04-18T00:00:00.000","13874A","2916029","575585","441341"
"170418209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-04-18T00:00:00.000","209742","255345","139721","33883"
"1704251170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-04-25T00:00:00.000","1170E1","492186","153155","221973"
"17042513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-04-25T00:00:00.000","13874A","2955256","586371","464249"
"170425209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-04-25T00:00:00.000","209742","274869","153266","38743"
"1705021170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-05-02T00:00:00.000","1170E1","540301","151238","257913"
"17050213874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-05-02T00:00:00.000","13874A","2958197","538745","447246"
"170502209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-05-02T00:00:00.000","209742","272977","144901","39068"
"1705091170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-05-09T00:00:00.000","1170E1","597942","161439","277113"
"17050913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-05-09T00:00:00.000","13874A","3038006","554342","469291"
"170509209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-05-09T00:00:00.000","209742","269319","135809","41322"
"1705161170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-05-16T00:00:00.000","1170E1","620266","173700","316060"
"17051613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-05-16T00:00:00.000","13874A","3065532","532258","500138"
"170516209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-05-16T00:00:00.000","209742","269961","126272","47734"
"1705231170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-05-23T00:00:00.000","1170E1","525156","120838","223250"
"17052313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-05-23T00:00:00.000","13874A","3069954","542726","502332"
"170523209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-05-23T00:00:00.000","209742","270209","118768","44685"
"1705301170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-05-30T00:00:00.000","1170E1","577687","152982","271908"
"17053013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-05-30T00:00:00.000","13874A","3086131","554764","498671"
"170530209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-05-30T00:00:00.000","209742","275501","126840","46531"
"1706061170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-06-06T00:00:00.000","1170E1","614761","154607","290460"
"17060613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-06-06T00:00:00.000","13874A","3142563","573621","515151"
"170606209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-06-06T00:00:00.000","209742","316206","146371","53879"
"1706131170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-06-13T00:00:00.000","1170E1","632465","166181","296012"
"17061313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-06-13T00:00:00.000","13874A","3472466","579651","521891"
"170613209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-06-13T00:00:00.000","209742","448235","150842","49258"
"1706201170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-06-20T00:00:00.000","1170E1","583594","146672","290517"
"17062013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-06-20T00:00:00.000","13874A","2824898","466052","457467"
"170620209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-06-20T00:00:00.000","209742","284706","124597","53655"
"1706271170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-06-27T00:00:00.000","1170E1","562064","157599","292595"
"17062713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-06-27T00:00:00.000","13874A","2876159","486766","461780"
"170627209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-06-27T00:00:00.000","209742","285882","111325","60123"
"1707031170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-07-03T00:00:00.000","1170E1","562691","137435","261071"
"17070313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-07-03T00:00:00.000","13874A","2852197","482309","412742"
"170703209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-07-03T00:00:00.000","209742","292139","103912","65333"
"1707111170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-07-11T00:00:00.000","1170E1","576528","145230","255518"
"17071113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-07-11T00:00:00.000","13874A","2844657","494163","415561"
"170711209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-07-11T00:00:00.000","209742","279925","91265","60535"
"1707181170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-07-18T00:00:00.000","1170E1","617557","183963","324331"
"17071813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-07-18T00:00:00.000","13874A","2914099","525302","422891"
"170718209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-07-18T00:00:00.000","209742","283514","103022","64261"
"1707251170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-07-25T00:00:00.000","1170E1","611661","202086","338727"
"17072513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-07-25T00:00:00.000","13874A","2995537","533006","424797"
"170725209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-07-25T00:00:00.000","209742","290215","113307","60032"
"1708011170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-08-01T00:00:00.000","1170E1","638805","179476","337590"
"17080113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-08-01T00:00:00.000","13874A","3059594","532439","452902"
"170801209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-08-01T00:00:00.000","209742","292801","113717","57930"
"1708081170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-08-08T00:00:00.000","1170E1","671800","194943","349984"
"17080813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-08-08T00:00:00.000","13874A","3113437","539006","462034"
"170808209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-08-08T00:00:00.000","209742","299774","106101","63103"
"1708151170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-08-15T00:00:00.000","1170E1","603600","154028","283434"
"17081513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-08-15T00:00:00.000","13874A","3165620","573473","423273"
"170815209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-08-15T00:00:00.000","209742","302526","108186","61024"
"1708221170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-08-22T00:00:00.000","1170E1","556057","151413","256707"
"17082213874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-08-22T00:00:00.000","13874A","3230474","585699","443601"
"170822209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-08-22T00:00:00.000","209742","293728","103170","64107"
"1708291170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-08-29T00:00:00.000","1170E1","578391","158097","275468"
"17082913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-08-29T00:00:00.000","13874A","3301271","620032","420301"
"170829209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-08-29T00:00:00.000","209742","290894","106171","64008"
"1709051170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-09-05T00:00:00.000","1170E1","618725","179361","300689"
"17090513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-09-05T00:00:00.000","13874A","3327423","564199","406282"
"170905209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-09-05T00:00:00.000","209742","281453","105827","61692"
"1709121170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-09-12T00:00:00.000","1170E1","640340","167336","291163"
"17091213874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-09-12T00:00:00.000","13874A","3693118","604623","416578"
"170912209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-09-12T00:00:00.000","209742","357762","109352","61770"
"1709191170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-09-19T00:00:00.000","1170E1","704831","175169","346356"
"17091913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-09-19T00:00:00.000","13874A","3090538","571459","470115"
"170919209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-09-19T00:00:00.000","209742","264612","102806","64277"
"1709261170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-09-26T00:00:00.000","1170E1","640509","156892","329287"
"17092613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-09-26T00:00:00.000","13874A","3060234","584001","464283"
"170926209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-09-26T00:00:00.000","209742","267660","98806","70533"
"1710031170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-10-03T00:00:00.000","1170E1","669232","176481","347105"
"17100313874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-10-03T00:00:00.000","13874A","3013291","562263","460750"
"171003209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-10-03T00:00:00.000","209742","269830","99074","69890"
"1710101170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-10-10T00:00:00.000","1170E1","677160","171358","346023"
"17101013874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-10-10T00:00:00.000","13874A","3069650","572162","431653"
"171010209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-10-10T00:00:00.000","209742","282136","108796","78740"
"1710171170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-10-17T00:00:00.000","1170E1","701927","185078","353649"
"17101713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-10-17T00:00:00.000","13874A","3081534","572882","410962"
"171017209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-10-17T00:00:00.000","209742","278487","107701","78765"
"1710241170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-10-24T00:00:00.000","1170E1","617178","173734","322482"
"17102413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-10-24T00:00:00.000","13874A","3162041","568658","441538"
"171024209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-10-24T00:00:00.000","209742","279448","108580","73153"
"1710311170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-10-31T00:00:00.000","1170E1","628156","173194","318494"
"17103113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-10-31T00:00:00.000","13874A","3187695","581062","419728"
"171031209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-10-31T00:00:00.000","209742","271964","106342","64333"
"1711071170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-11-07T00:00:00.000","1170E1","659250","184331","337640"
"17110713874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-11-07T00:00:00.000","13874A","3244403","608031","460894"
"171107209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-11-07T00:00:00.000","209742","275700","94009","65267"
"1711141170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-11-14T00:00:00.000","1170E1","657946","190632","318290"
"17111413874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-11-14T00:00:00.000","13874A","3263629","614069","461443"
"171114209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-11-14T00:00:00.000","209742","286304","102157","74568"
"1711211170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-11-21T00:00:00.000","1170E1","628899","177335","280291"
"17112113874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-11-21T00:00:00.000","13874A","3329620","596889","472642"
"171121209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-11-21T00:00:00.000","209742","294625","93056","77371"
"1711281170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-11-28T00:00:00.000","1170E1","632116","183127","297889"
"17112813874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-11-28T00:00:00.000","13874A","3387929","614634","502151"
"171128209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-11-28T00:00:00.000","209742","294553","91370","85759"
"1712051170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-12-05T00:00:00.000","1170E1","622772","161255","275826"
"17120513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-12-05T00:00:00.000","13874A","3513444","636045","469166"
"171205209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-12-05T00:00:00.000","209742","304281","100335","94231"
"1712121170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-12-12T00:00:00.000","1170E1","651180","172521","294630"
"17121213874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-12-12T00:00:00.000","13874A","3830224","548679","480968"
"171212209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-12-12T00:00:00.000","209742","362049","91772","85102"
"1712191170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-12-19T00:00:00.000","1170E1","646026","188591","317174"
"17121913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-12-19T00:00:00.000","13874A","2988232","519631","436471"
"171219209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2017-12-19T00:00:00.000","209742","275883","88370","84329"
"1712261170E1F","VIX FUTURES - CBOE FUTURES EXCHANGE","2017-12-26T00:00:00.000","1170E1","551395","192464","289594"
"17122613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2017-12-26T00:00:00.000","13874A","3061310","540420","435723"
